Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD51,OUT018,2201.800882789434
NCY30,OUT019,363.8622064973915
FDP58,OUT017,2218.893047497813
FDV49,OUT017,2213.4689537561107
FDY24,OUT019,363.8622064973915
NCO55,OUT017,2227.2757378258975
FDR13,OUT017,2212.951199353494
FDS51,OUT017,2229.987784696749
FDP26,OUT045,2237.2242302058685
NCB54,OUT027,3691.2488625512624
FDF32,OUT017,2244.780767628663
FDN31,OUT018,2203.5267307981576
DRM48,OUT017,2239.110124171429
FDN20,OUT049,2311.589893832309
DRL01,OUT046,2347.0069718267255
FDV56,OUT049,2295.564162322735
DRH13,OUT027,3691.2488625512624
FDA03,OUT017,2255.382405396535
FDF47,OUT027,3830.703114525283
FDX32,OUT046,2325.3105968599175
FDX57,OUT049,2301.2348057799686
NCA30,OUT045,2292.525331399675
FDO49,OUT013,2320.4598368859565
FDL04,OUT019,363.8622064973915
DRM48,OUT035,2256.4488385953396
FDR16,OUT013,2297.012958938872
NCC19,OUT018,2179.2169288467117
NCE42,OUT045,2302.880419452015
FDY24,OUT017,2188.2222628856434
FDH19,OUT049,2311.589893832309
FDJ46,OUT013,2322.9253340412756
FDN45,OUT010,344.1793117182367
FDY08,OUT035,2227.824416622085
FDZ37,OUT035,2221.4387789898087
NCT30,OUT045,2243.7084877243574
DRY23,OUT018,2193.1469877742643
NCZ30,OUT018,2179.3155487329245
FDC44,OUT018,2223.743807471774
FDB45,OUT035,2284.308956450445
FDY04,OUT013,2355.4698964914874
FDM27,OUT046,2311.750362505663
FDZ43,OUT017,2218.399948066749
FDT39,OUT019,363.8622064973915
NCC06,OUT019,363.8622064973915
FDL15,OUT027,3691.2488625512624
FDL57,OUT017,2238.617024740365
FDU08,OUT046,2301.641824168855
FDK40,OUT017,2198.848555625069
FDQ12,OUT010,311.14164983696105
FDS48,OUT017,2238.8635744558974
FDP09,OUT045,2296.2235771326536
FDW21,OUT049,2242.5066635402686
FDY25,OUT035,2240.6696568012976
DRE13,OUT017,2195.125654920537
FDV43,OUT019,363.8622064973915
FDD22,OUT045,2248.1463826039317
FDM46,OUT019,363.8622064973915
NCO30,OUT010,344.91896086483234
FDM25,OUT046,2303.5895669215565
NCN41,OUT049,2300.002057202309
FDU24,OUT045,2232.268580923677
FDZ50,OUT046,2313.96930994545
FDP45,OUT013,2345.607907870211
NCM54,OUT045,2286.1150387958455
FDW10,OUT019,363.8622064973915
FDP20,OUT017,2262.0392477158966
FDK32,OUT046,2330.9812403171513
FDN52,OUT049,2262.501845469906
FDM58,OUT045,2281.923693631803
FDZ46,OUT027,3691.2488625512624
NCA18,OUT018,2196.623338763264
FDD35,OUT046,2450.218415617556
NCK31,OUT035,2235.2209080880425
FDI40,OUT027,3691.2488625512624
FDT50,OUT019,363.8622064973915
NCT06,OUT046,2335.172585481194
FDT31,OUT035,2278.884862708743
FDT45,OUT049,2294.331413745075
FDT13,OUT045,2272.0617050105266
FDO50,OUT045,2278.96509704542
NCU18,OUT010,323.2225858980246
NCR54,OUT049,2296.7969109003943
NCO18,OUT018,2211.6628714107105
FDU09,OUT045,2236.8544056325704
FDT13,OUT018,2220.045561738795
FDE09,OUT046,2294.1220578451316
NCK53,OUT019,363.8622064973915
FDG45,OUT049,2256.1162078376296
DRH15,OUT035,2224.76720014949
FDO21,OUT019,363.8622064973915
FDD14,OUT027,3691.2488625512624
FDC09,OUT046,2327.282994584173
FDH45,OUT027,3691.2488625512624
FDV32,OUT046,2289.2403734776
FDG12,OUT035,2214.214872324724
FDS32,OUT013,2355.716446207019
NCL55,OUT018,2206.7318771000723
DRE01,OUT035,2231.300767611085
DRE15,OUT049,2282.00392796848
NCL42,OUT045,2291.7856822530794
FDP31,OUT013,2372.235277147657
FDN33,OUT018,2177.9102153543927
FDZ59,OUT046,2283.5450750488126
FDE45,OUT010,308.4296029661102
FDJ07,OUT013,2303.9903158884254
FDQ45,OUT018,2193.664742176881
FDM33,OUT027,3691.2488625512624
FDO15,OUT010,331.3587265105775
FDM46,OUT013,2304.5080702910423
FDR03,OUT045,2276.253050174569
FDY49,OUT018,2231.633398368795
FDQ60,OUT045,2229.3839492519537
FDW10,OUT049,2320.712233306989
FDO51,OUT049,2249.6319503191407
FDJ40,OUT018,2213.8818188504974
FDS20,OUT018,2190.4595958749665
FDU45,OUT013,2345.114808439147
FDV02,OUT035,2264.0918797768286
FDN09,OUT046,2320.6261522648115
NCM55,OUT027,3691.2488625512624
FDN23,OUT018,2200.403047913907
FDY31,OUT010,278.2519177850047
FDW03,OUT010,276.5260697762815
FDD14,OUT046,2352.924164999491
FDV23,OUT017,2239.561412162391
DRI03,OUT045,2228.5703351906986
FDN13,OUT035,2273.2142192515093
FDF45,OUT027,3691.2488625512624
FDU46,OUT035,2232.286966473213
FDB57,OUT049,2316.027788711883
FDV12,OUT049,2298.522758909118
FDQ58,OUT013,2304.2615205755105
NCA18,OUT017,2213.9620531871747
FDH52,OUT049,2262.625120327672
FDM24,OUT018,2177.071946321584
NCP43,OUT027,3691.2488625512624
NCO18,OUT019,363.8622064973915
FDM32,OUT017,2265.2443940178114
NCL07,OUT017,2232.4532818520674
FDK03,OUT013,2330.321825507233
FDP59,OUT017,2288.1317061221766
FDQ24,OUT049,2293.5917645984796
FDQ16,OUT018,2243.96088414539
FDU44,OUT013,2328.1028780674455
FDH28,OUT010,326.92083163100324
FDV28,OUT019,363.8622064973915
FDM22,OUT045,2267.8703598464845
FDR56,OUT046,2327.282994584173
FDV39,OUT049,2271.895389631672
FDU37,OUT019,363.8622064973915
FDQ11,OUT010,298.00804850211534
FDX02,OUT045,2277.7323484677604
NCS42,OUT018,2189.226847297307
FDY57,OUT027,3691.2488625512624
FDB21,OUT049,2253.034336393481
FDE28,OUT017,2211.0034566007917
FDQ55,OUT017,2231.46708298994
FDA48,OUT049,2275.8401850801824
FDZ19,OUT045,2230.5180779434004
NCC43,OUT045,2235.2764874531663
NCV18,OUT046,2284.260069223855
NCA42,OUT018,2181.164671599414
FDY45,OUT046,2337.144983205449
NCC30,OUT045,2280.6909450541434
FDM57,OUT013,2325.6373809121264
FDL09,OUT010,345.412060295896
FDB09,OUT027,3691.2488625512624
FDT44,OUT035,2263.352230630233
NCT06,OUT027,3691.2488625512624
FDX26,OUT049,2303.453753219756
FDK32,OUT013,2348.3199547410622
DRA12,OUT046,2308.0521167726843
FDO46,OUT010,296.10211718951473
FDE52,OUT013,2319.4489830522757
NCH42,OUT045,2232.663060468528
FDV08,OUT035,2217.7405332568305
FDB47,OUT018,2190.2130461594347
FDC28,OUT010,287.7440818329833
FDD22,OUT046,2300.162525875663
FDS07,OUT027,3691.2488625512624
DRI13,OUT045,2274.5272021658457
FDG32,OUT018,2244.700533291986
FDU14,OUT017,2251.6841596635563
FDD28,OUT019,363.8622064973915
NCP41,OUT017,2246.0135162063225
FDS08,OUT049,2244.454406292971
FDX47,OUT045,2252.2959163278724
FDC53,OUT019,363.8622064973915
FDQ19,OUT035,2217.7405332568305
FDL14,OUT045,2238.851458328379
FDM33,OUT019,363.8622064973915
FDA51,OUT045,2238.5309436981875
FDZ27,OUT018,2185.9477360807327
FDT04,OUT046,2335.9122346277895
DRC13,OUT049,2256.905166927332
FDR16,OUT027,3691.2488625512624
FDQ03,OUT027,3691.2488625512624
FDE38,OUT035,2213.647807979001
DRH23,OUT027,3691.2488625512624
FDT11,OUT019,385.0236705930338
FDD09,OUT035,2248.066148267255
FDR40,OUT045,2243.7084877243574
FDX07,OUT017,2258.8341014139814
FDR07,OUT035,2286.774453605764
FDA51,OUT017,2203.8535148503665
FDT59,OUT019,385.0236705930338
FDF20,OUT017,2227.5222875414297
FDR13,OUT045,2247.6286282013148
FDY26,OUT049,2317.7536367206067
FDW04,OUT017,2208.463994530813
FDK52,OUT017,2254.1496568188754
FDN60,OUT049,2290.6331680120966
FDM09,OUT019,363.8622064973915
FDP46,OUT049,2291.865916589756
FDB50,OUT019,363.8622064973915
NCQ29,OUT049,2275.3470856491185
FDP16,OUT027,3691.2488625512624
FDX33,OUT018,2192.160788912137
FDP07,OUT010,338.50866826100264
FDN22,OUT046,2343.8018255248107
FDF39,OUT049,2289.400419434437
FDS21,OUT017,2262.0392477158966
NCM42,OUT013,2298.418292317404
FDK50,OUT019,363.8622064973915
DRF13,OUT027,3691.2488625512624
FDH35,OUT018,2376.2651943689857
FDP60,OUT018,2232.3730475153907
DRJ49,OUT027,3691.2488625512624
NCT42,OUT019,363.8622064973915
FDE38,OUT049,2248.3252368268218
FDI04,OUT049,2283.4832262616715
NCH54,OUT045,2265.4048626911654
FDT56,OUT049,2295.071062891671
DRD15,OUT018,2199.0888359185833
FDV58,OUT013,2371.0025285699976
FDP21,OUT049,2252.763131706396
FDH05,OUT013,2338.9510655508498
FDR10,OUT027,3691.2488625512624
NCP06,OUT045,2300.9080217277597
FDF33,OUT049,2255.475178577247
DRK37,OUT013,2292.846268746383
DRH49,OUT045,2295.9770274171215
FDT58,OUT013,2312.5702459889358
FDD41,OUT018,2180.178472737286
FDP40,OUT018,2169.280975310776
FDM51,OUT027,3691.2488625512624
FDO45,OUT010,313.60714699228015
FDW33,OUT010,295.0912633558339
FDY24,OUT045,2222.899691733465
FDB10,OUT010,298.07451491377014
FDM40,OUT035,2231.7692120705956
NCI06,OUT017,2219.87924635994
FDW12,OUT019,363.8622064973915
FDX48,OUT027,3691.2488625512624
NCW05,OUT027,3691.2488625512624
FDX27,OUT017,2266.2305928799387
DRM37,OUT045,2274.5272021658457
FDA38,OUT045,2225.661048547422
FDR36,OUT046,2283.964209565217
FDZ45,OUT046,2320.3796025492798
FDG05,OUT017,2218.399948066749
FDK28,OUT013,2296.2733097922765
FDV47,OUT045,2304.3179063051048
FDN21,OUT045,2290.55293367542
FDP20,OUT027,3691.2488625512624
FDI35,OUT045,2407.324611820505
DRY23,OUT013,2314.5179887416375
FDA56,OUT017,2209.573468250707
FDB09,OUT013,2348.3199547410622
NCO26,OUT027,3691.2488625512624
FDQ49,OUT018,2246.426381300709
FDI52,OUT027,3691.2488625512624
FDZ44,OUT027,3691.2488625512624
FDZ09,OUT018,2233.6057960930502
FDY03,OUT049,2302.960653788692
NCG42,OUT017,2258.8341014139814
DRI13,OUT027,3691.2488625512624
FDQ32,OUT013,2356.209545638083
FDW16,OUT035,2267.0504763632116
FDU27,OUT046,2342.569076947151
FDR28,OUT010,317.05884300972684
FDQ49,OUT010,348.37065688227904
FDS37,OUT046,2288.5993442172166
FDW26,OUT018,2205.006029091349
FDX12,OUT018,2236.5643926794332
NCP06,OUT013,2370.2628794234015
FDW45,OUT010,337.52246939887505
NCN30,OUT049,2296.7969109003943
FDN24,OUT049,2285.702173701459
NCL41,OUT027,3691.2488625512624
FDR02,OUT019,363.8622064973915
FDD09,OUT010,315.3329950010036
FDS33,OUT010,281.6543038593452
FDU22,OUT045,2259.7342192339315
FDI53,OUT013,2312.0524915863184
DRH01,OUT049,2302.467554357628
FDX32,OUT013,2342.649311283828
NCP30,OUT018,2247.905679593901
FDB60,OUT045,2244.694686586485
FDB14,OUT049,2316.027788711883
NCP02,OUT035,2216.532439650724
FDJ10,OUT017,2189.2824266624307
FDG34,OUT046,2307.5590173416203
NCB18,OUT017,2260.806499138237
FDM16,OUT049,2256.387412524715
FDW25,OUT018,2172.3381917833713
FDB35,OUT010,448.87005380225855
DRN11,OUT013,2306.899602531702
FDF41,OUT019,363.8622064973915
FDH16,OUT045,2250.6118797592508
NCQ50,OUT018,2239.276439550284
DRH23,OUT018,2219.059362876668
DRJ37,OUT013,2321.4460357480843
DRJ24,OUT027,3691.2488625512624
FDY16,OUT035,2271.98147067385
FDQ27,OUT045,2224.4282999697625
FDZ33,OUT045,2249.107926494506
FDF29,OUT045,2273.294453588186
FDA08,OUT049,2274.607436502523
FDG31,OUT046,2310.764163643535
FDE34,OUT019,363.8622064973915
NCR30,OUT027,3691.2488625512624
FDV33,OUT035,2228.835270455766
DRZ24,OUT018,2183.9753383564776
NCL54,OUT035,2243.6282533876806
FDR12,OUT049,2278.3056822355015
NCC54,OUT046,2338.3777317831086
DRN59,OUT013,2342.1562118527645
FDX50,OUT019,363.8622064973915
FDV31,OUT027,3691.2488625512624
NCA29,OUT027,3691.2488625512624
FDW60,OUT049,2242.9997629713325
FDX08,OUT017,2227.5222875414297
DRD49,OUT013,2316.9834858969566
FDD33,OUT046,2314.215859660982
FDW35,OUT013,2341.621300981599
FDJ36,OUT017,2235.6584281539826
FDV51,OUT035,2262.1194820525734
FDW36,OUT046,2305.833169332897
FDH35,OUT046,2480.2974809124485
NCS30,OUT027,3691.2488625512624
FDN49,OUT017,2249.2186625082372
FDL08,OUT018,2200.0750347807107
FDI09,OUT013,2370.5094291389337
FDP19,OUT018,2203.5267307981576
FDU21,OUT010,306.9503046729187
NCP41,OUT045,2280.6909450541434
FDY10,OUT013,2354.9767970604235
FDP12,OUT018,2195.144040470073
NCN26,OUT049,2269.6764421918847
FDK44,OUT013,2350.0458027497853
FDC28,OUT049,2255.1546639470553
FDJ41,OUT027,3691.2488625512624
NCT29,OUT035,2243.6282533876806
NCH42,OUT019,363.8622064973915
FDU60,OUT018,2245.440182438582
FDS02,OUT045,2249.107926494506
FDC51,OUT046,2304.5757657836843
FDU03,OUT013,2360.4008908021256
FDX39,OUT045,2269.3496581396757
NCY05,OUT010,315.3329950010036
NCL06,OUT027,3691.2488625512624
FDD32,OUT035,2268.776324371935
NCN41,OUT045,2282.6633427783986
NCX53,OUT049,2315.2881395652876
FDU57,OUT019,363.8622064973915
FDQ23,OUT046,2304.312059599604
FDQ52,OUT045,2282.6633427783986
FDC14,OUT045,2270.3358570018036
FDY09,OUT035,2258.4212363195948
FDQ28,OUT045,2267.8703598464845
FDV25,OUT046,2279.9701041736002
FDJ07,OUT035,2217.296743768873
DRB25,OUT049,2276.82638394231
FDK52,OUT019,363.8622064973915
FDY52,OUT027,3691.2488625512624
FDB28,OUT046,2283.471110134153
FDT36,OUT035,2242.148955094489
FDV25,OUT017,2193.276532054048
NCN07,OUT027,3691.2488625512624
FDC57,OUT017,2263.271996293556
FDQ03,OUT018,2220.785210885391
FDU23,OUT017,2245.232055619625
NCX41,OUT035,2275.1866169757645
NCD06,OUT035,2245.600651111936
FDW08,OUT045,2258.501470656272
NCU29,OUT017,2202.0537019269836
NCE06,OUT013,2296.9143390526597
FDV52,OUT010,350.83615403759813
FDB02,OUT017,2211.965000491366
NCR18,OUT045,2276.9926993211648
FDK16,OUT049,2260.8746173473955
NCQ29,OUT010,307.9365035350463
FDZ01,OUT019,363.8622064973915
FDW27,OUT035,2210.3933517339797
FDD17,OUT018,2183.8027535556052
FDW39,OUT013,2301.1796491313617
DRH59,OUT045,2252.0911780524425
FDS52,OUT013,2312.0278366147654
FDU40,OUT027,3691.2488625512624
NCF54,OUT013,2356.9491947846786
FDH46,OUT045,2233.032885041826
NCP14,OUT049,2256.9791318419916
FDH50,OUT049,2290.140068581033
DRF15,OUT010,339.2483174075985
FDV27,OUT027,3691.2488625512624
NCJ06,OUT049,2315.2881395652876
FDN02,OUT018,2228.181702351348
FDQ51,OUT049,2295.071062891671
FDQ07,OUT017,2238.617024740365
FDS45,OUT049,2241.693049479013
NCJ06,OUT045,2297.949425141377
FDD36,OUT035,2247.079949405127
FDY25,OUT045,2258.008371225208
FDU52,OUT046,2288.130899757706
DRK47,OUT017,2203.138520675324
NCL30,OUT017,2253.41000767228
FDN22,OUT035,2274.446967829169
NCF30,OUT027,3691.2488625512624
FDK03,OUT035,2243.6282533876806
